authorId,organization,type
30416175,CNL,Company
1721050,UB,University
144459404,UB,University
153752456,UPC,University
144658846,UPC,University
1409480852,UB,University
70262484,UB,University
2370254,UPC,University
1732053,UPC,University
2430033,UB,University
144646131,CNL,Company
2809452,UB,University
1678643,CNL,Company
145855509,UB,University
3299420,CNL,Company
39798528,UPC,University
1517542075,UPC,University
2903277,UB,University
2779917,UB,University
70189402,UB,University
121168853,UPC,University
1403062997,UB,University
115252604,UB,University
1706734,UB,University
3064371,CNL,Company
2343882,UB,University
1700697,UB,University
3058376,CNL,Company
2406802,CNL,Company
82416176,UPC,University
9102116,UPC,University
1738714799,UB,University
2429555,CNL,Company
1807792,UPC,University
144062450,CNL,Company
2253507,CNL,Company
1749654,CNL,Company
145964428,UB,University
47685968,UPC,University
31831105,UPC,University
1689071,UPC,University
1708289,UB,University
144836037,CNL,Company
143731443,CNL,Company
2718753,UPC,University
2436033,UB,University
36640883,UPC,University
4760976,UB,University
2047794,CNL,Company
3136017,CNL,Company
67313660,UB,University
144836036,CNL,Company
144793400,UPC,University
1698345,CNL,Company
2116429,CNL,Company
1403381187,UPC,University
1708353,UB,University
2796938,UB,University
145686845,UPC,University
2112857,UPC,University
2664410,UPC,University
2982846,UB,University
2975055,CNL,Company
144019798,UB,University
145824454,UPC,University
2847314,UB,University
143877541,UB,University
114729948,UB,University
71389094,UB,University
1713559,UPC,University
2077078,UPC,University
66159435,CNL,Company
1736744,UPC,University
3268457,CNL,Company
144428098,UPC,University
31554458,CNL,Company
3279720,UPC,University
1993565,UPC,University
1736068,CNL,Company
1736889,CNL,Company
1718402,CNL,Company
1699954,CNL,Company
1726794,UPC,University
1717944,CNL,Company
47445110,UPC,University
145108942,UB,University
2489294,UPC,University
143678972,UPC,University
2952883,UB,University
1700725,UPC,University
1805560,CNL,Company
2919642,UB,University
1713648,CNL,Company
143831950,UB,University
2160409,UPC,University
115216698,CNL,Company
50662531,UB,University
144361316,CNL,Company
47041212,UPC,University
144526480,UPC,University
104370788,UPC,University
46268031,UPC,University
5750856,UB,University
1776239,UPC,University
1793927,UB,University
50852138,CNL,Company
145283726,UPC,University
152759203,UPC,University
103256971,UPC,University
3012769,CNL,Company
1728809,CNL,Company
1688159,UPC,University
145042431,UB,University
1688187,CNL,Company
144315223,CNL,Company
2605601,CNL,Company
1993843,UB,University
6272983,UPC,University
2770861,UB,University
1784233,CNL,Company
144171288,UPC,University
48956552,UPC,University
70661948,UB,University
3016351,UPC,University
47476865,CNL,Company
2820890,CNL,Company
5045572,UPC,University
2491297,UPC,University
3041556,CNL,Company
1937641,UB,University
143720143,UPC,University
2462935,CNL,Company
2355921,CNL,Company
1685782,UPC,University
41173026,UB,University
1423851485,CNL,Company
2922028,CNL,Company
1789718,CNL,Company
1758694,UPC,University
1762147,UPC,University
1809381,CNL,Company
1812107,UB,University
1727720,UB,University
1691228,UPC,University
1399443272,UPC,University
2803437,CNL,Company
30443435,CNL,Company
1768437,CNL,Company
2474246,UB,University
1737321,CNL,Company
2517144,UB,University
2677741,UPC,University
98173468,UB,University
1772040,UPC,University
144519879,UPC,University
70707477,UPC,University
2543340,UPC,University
145836177,UB,University
51021987,CNL,Company
144790148,UPC,University
145428928,CNL,Company
2745129,CNL,Company
1901037,UB,University
14904913,UPC,University
143735001,UB,University
1705382,UB,University
1958572,UPC,University
1803728,CNL,Company
145070630,UPC,University
1804962,UPC,University
1686963,UPC,University
145210621,UPC,University
47502215,CNL,Company
50090025,UPC,University
4327176,CNL,Company
2755590,UPC,University
1761624,UB,University
1795079,CNL,Company
48579553,CNL,Company
1742389,UPC,University
2512215,CNL,Company
1770182,CNL,Company
98158157,UPC,University
2325538,UB,University
9335630,CNL,Company
2470423,UB,University
1717248,CNL,Company
49333664,UB,University
48097511,CNL,Company
1833485,CNL,Company
144753702,UB,University
145893269,UB,University
144702663,UB,University
66667793,UPC,University
47388029,UB,University
145286965,CNL,Company
144410284,UPC,University
79297695,UB,University
35126231,UB,University
1723105,UPC,University
2811449,UPC,University
1751265,UPC,University
34718226,UPC,University
1402819955,UPC,University
145629837,UB,University
37422895,UPC,University
36654354,UB,University
1688939,UPC,University
3124085,UB,University
38814407,UPC,University
36676768,UPC,University
143765418,CNL,Company
8152817,UB,University
1893451,UPC,University
71720822,CNL,Company
70618773,UPC,University
48056454,UPC,University
153613091,CNL,Company
2159357,UB,University
5039405,UB,University
145271444,UB,University
3093620,CNL,Company
1717860,UPC,University
1713104,UPC,University
152609189,UB,University
10171339,UB,University
1411315943,UB,University
101479633,UPC,University
9096592,UB,University
145895495,UPC,University
1758065,UPC,University
1684395,UPC,University
143607108,UPC,University
69898311,UB,University
1409519946,CNL,Company
12699580,UB,University
49189702,UPC,University
2458636,UPC,University
153699350,UPC,University
145756216,UB,University
70136335,CNL,Company
119434949,CNL,Company
33629296,UB,University
1720514,UB,University
1699040,UB,University
29939961,UB,University
145847105,UB,University
66902971,UB,University
145757714,UB,University
2896208,CNL,Company
145035980,UB,University
34944929,UB,University
145615170,UPC,University
40529030,UPC,University
1784759,UB,University
3371820,UB,University
1734863,UB,University
145475383,CNL,Company
153172665,UPC,University
32905597,UPC,University
35731093,CNL,Company
144901193,UB,University
1766203,UPC,University
144574815,UB,University
1759253,UPC,University
46701354,CNL,Company
2862235,CNL,Company
2174510,CNL,Company
9441251,CNL,Company
98573200,UPC,University
49685919,CNL,Company
143699786,UPC,University
1761635,UPC,University
46663785,UB,University
145974531,CNL,Company
2679638,UPC,University
1879095,UB,University
2118131,CNL,Company
1729455,UB,University
1695807,UB,University
145127792,CNL,Company
2008811,CNL,Company
1799291,UB,University
144325968,UPC,University
1765749,UPC,University
145770215,CNL,Company
145200784,UPC,University
78340480,UB,University
2288403,CNL,Company
50827607,CNL,Company
97594862,UPC,University
153507198,UPC,University
2009078,UPC,University
32628639,UPC,University
49018789,UPC,University
1409094887,CNL,Company
1409094722,CNL,Company
49171324,UPC,University
1950707,CNL,Company
145129901,UPC,University
2441309,UB,University
9302288,UPC,University
47493789,UPC,University
102813556,UB,University
31296596,CNL,Company
6018882,CNL,Company
101282922,UB,University
89928437,CNL,Company
1707353,CNL,Company
34837065,UB,University
35048687,UPC,University
1969092,UB,University
2149103,CNL,Company
6769758,CNL,Company
1749065,UB,University
50652024,CNL,Company
2367457,UPC,University
1708207,CNL,Company
3275031,UPC,University
144669577,UPC,University
2693620,UPC,University
2546048,UPC,University
2038271,CNL,Company
144511065,UB,University
1704511,CNL,Company
93149834,UB,University
145012185,UB,University
2429288,UPC,University
2855083,UB,University
1746603,CNL,Company
145913827,CNL,Company
50640621,UB,University
2681346,CNL,Company
143842718,CNL,Company
1809944,CNL,Company
1680259,CNL,Company
144107346,UB,University
144869677,UB,University
2320024,UB,University
2341578,CNL,Company
2050475,UPC,University
3166816,UB,University
153689205,UPC,University
145083464,UPC,University
1729097,UPC,University
50079738,UB,University
49537173,UB,University
81313166,CNL,Company
96252912,UPC,University
50714471,UPC,University
9074943,UB,University
9426443,UB,University
3269663,UB,University
1678849,UPC,University
21515518,UPC,University
3106639,CNL,Company
1927775,CNL,Company
40222908,UB,University
5700531,CNL,Company
152436589,UPC,University
145402079,UPC,University
21164514,CNL,Company
152912394,UB,University
2414898,UB,University
2289472,CNL,Company
40617990,CNL,Company
144947196,CNL,Company
47462646,UPC,University
50365785,UB,University
2999825,UPC,University
41181769,UB,University
123399915,UB,University
1749372,UPC,University
5595639,UPC,University
1478799275,CNL,Company
10774036,UPC,University
144853662,UB,University
8541098,CNL,Company
1745636,UPC,University
1730293,CNL,Company
72600325,UB,University
40385772,UPC,University
1999836,UPC,University
51000861,UB,University
123781337,CNL,Company
3104766,CNL,Company
9178792,CNL,Company
151414113,CNL,Company
34069150,UB,University
2676844,UB,University
143687367,UPC,University
144909205,UPC,University
46285656,UB,University
144435468,CNL,Company
152612148,UB,University
34735926,CNL,Company
1910738,UPC,University
39061610,CNL,Company
49850313,CNL,Company
30907562,UB,University
3162562,UPC,University
29987742,CNL,Company
153513902,UPC,University
83073157,UB,University
1692184,UPC,University
2187092,UPC,University
1680657,UPC,University
3007604,UB,University
1771125,UPC,University
145166238,UPC,University
143928253,UPC,University
2419877,CNL,Company
2320148,CNL,Company
1886495,CNL,Company
2135685,UB,University
40400890,CNL,Company
1702346,UPC,University
1731438,CNL,Company
145479841,CNL,Company
73399516,UPC,University
35062841,CNL,Company
144644268,CNL,Company
8805716,UPC,University
121330806,UB,University
40016344,UB,University
1686895,CNL,Company
34794691,CNL,Company
144988710,CNL,Company
2281068,UPC,University
1748894,UB,University
152990162,UPC,University
1721054,UB,University
2028361289,CNL,Company
41172324,UPC,University
90589513,CNL,Company
2008281449,CNL,Company
35922296,UB,University
1968120,UB,University
150272781,UPC,University
119775476,CNL,Company
11036071,UPC,University
1941367,UB,University
143848586,CNL,Company
1711423,UPC,University
22799125,UB,University
144365409,UPC,University
2762830,CNL,Company
3268505,CNL,Company
40277276,UB,University
35006121,UB,University
46806073,UPC,University
10794434,UB,University
1716454,CNL,Company
2008178883,CNL,Company
49239484,UPC,University
4480712,CNL,Company
34742623,UPC,University
2347792,CNL,Company
2338919,UB,University
144587149,CNL,Company
39109639,UB,University
2277473,UB,University
1403958809,UB,University
144490973,UB,University
39807017,CNL,Company
50019266,UPC,University
1742261,UB,University
143835357,CNL,Company
7188311,UB,University
2944190,UPC,University
49035219,UB,University
144261728,CNL,Company
1725482,CNL,Company
2693658,UB,University
1902869,UB,University
50240143,CNL,Company
48601259,CNL,Company
1777044,UB,University
2202630,UPC,University
118202224,UPC,University
11955597,UPC,University
144825682,UB,University
2075910,UB,University
2049582524,UB,University
39630700,UPC,University
20656319,CNL,Company
2148824,UB,University
38106276,UPC,University
51247405,UPC,University
39009395,CNL,Company
1643895980,UPC,University
1398471927,CNL,Company
1643891359,UB,University
1643891788,CNL,Company
71163834,UPC,University
3146948,UB,University
145393010,UPC,University
38950291,CNL,Company
2594759,UB,University
3323887,UPC,University
2569186,UB,University
38124023,UB,University
3216835,CNL,Company
2049039561,CNL,Company
1882460,UB,University
2842038,CNL,Company
145349503,UB,University
47192047,CNL,Company
1397001683,UB,University
1508887325,UPC,University
1508889787,UB,University
1508412804,CNL,Company
47462633,UPC,University
1666244120,UB,University
1997179135,UPC,University
2008271888,UB,University
10652985,UPC,University
103648325,UB,University
1707313,UPC,University
145773256,UB,University
2259734,UB,University
7277539,UB,University
2473889,UB,University
3091877,UB,University
51111539,UPC,University
1696660601,UB,University
52099927,UB,University
70288473,UB,University
3491943,UB,University
32065383,CNL,Company
3068011,UB,University
145262422,UB,University
2883255,UPC,University
49144206,UB,University
143699283,UB,University
1846778,CNL,Company
1709509,CNL,Company
145496932,UPC,University
49040762,UB,University
48908420,UB,University
145990147,UB,University
6454147,UB,University
1723045,UB,University
1800485,UB,University
1751144,CNL,Company
145669472,UPC,University
33937482,UPC,University
34838669,UPC,University
3139667,UPC,University
74991381,UB,University
143742406,UPC,University
144828543,CNL,Company
3104168,UB,University
1739467,CNL,Company
2299050,UB,University
32199838,UPC,University
2244509,UPC,University
2652547,UB,University
121876758,UPC,University
144042457,UPC,University
2346323,UPC,University
50206273,CNL,Company
1720399,UB,University
2738146,CNL,Company
1728742,UPC,University
1729860,CNL,Company
34813755,CNL,Company
1786591,CNL,Company
3094920,UPC,University
34941396,UPC,University
3307884,UB,University
49566540,UB,University
1873952,UPC,University
2315762,UPC,University
34515205,UPC,University
145751296,UPC,University
145119936,UB,University
103142737,UPC,University
144828551,UPC,University
1788421,CNL,Company
1400000288,CNL,Company
2482373,CNL,Company
48428956,UB,University
1706193,CNL,Company
1695819,CNL,Company
51231871,CNL,Company
1679466,UB,University
2300809,UB,University
11131177,CNL,Company
50148472,UB,University
9546964,CNL,Company
40143631,UB,University
2851989,UB,University
143612763,CNL,Company
1777799,CNL,Company
35084211,UB,University
2030918,UPC,University
47130326,CNL,Company
2450823,UPC,University
72431803,UPC,University
145250231,CNL,Company
144409019,UB,University
2607631,UPC,University
97825800,UPC,University
46179848,UPC,University
1405802545,CNL,Company
1879294,UB,University
2331754,UB,University
2386721,UPC,University
145500976,UPC,University
3370368,UPC,University
30367882,UPC,University
33311464,CNL,Company
2822741,UB,University
38898640,CNL,Company
1772774,UPC,University
3388398,UPC,University
2009393985,CNL,Company
1994343285,UPC,University
32249348,UPC,University
145776797,UB,University
9215658,UPC,University
27042840,CNL,Company
145052952,CNL,Company
1775649,UB,University
144258387,UB,University
1776097,UPC,University
1720400,UB,University
33204010,CNL,Company
48579638,UPC,University
46571658,UPC,University
48935300,CNL,Company
2812506,UB,University
39792273,CNL,Company
1694121,UB,University
40453004,UB,University
1710936,UPC,University
3086101,UB,University
48227608,CNL,Company
78583095,UPC,University
50526088,UPC,University
30797766,UB,University
47662743,UPC,University
144772132,UPC,University
47859340,UPC,University
103510584,UPC,University
2394624,UPC,University
49120080,UB,University
35862528,UPC,University
49071127,UPC,University
145021027,UB,University
40644100,UB,University
38788541,CNL,Company
2191442,UB,University
36916881,UPC,University
51400716,UPC,University
2384284,UPC,University
9348090,UPC,University
1732163,CNL,Company
2104662,UB,University
145920648,UB,University
145580608,UPC,University
144263439,CNL,Company
144170055,CNL,Company
1992245,UPC,University
46861575,UB,University
143900009,UB,University
2636932,UPC,University
6415958,UB,University
2877674,UPC,University
2579250,CNL,Company
9201065,CNL,Company
70102790,CNL,Company
102807874,UB,University
90484694,UB,University
6134073,CNL,Company
1742196,UPC,University
7156088,UB,University
1772615,CNL,Company
36262870,CNL,Company
14744981,UB,University
2400839,UB,University
2247971,CNL,Company
1729201,CNL,Company
1409243432,UPC,University
144078750,UPC,University
46885957,UB,University
2127530,UPC,University
1784847,UB,University
1739381,UPC,University
2485425,CNL,Company
51185589,UPC,University
1780750,UB,University
1792200,CNL,Company
1684866,UPC,University
81661861,UB,University
15453987,UB,University
1984917,UB,University
1730192,UPC,University
67154907,UB,University
34628173,CNL,Company
37748424,CNL,Company
145856370,UB,University
153450107,UB,University
144172505,UB,University
90252721,UPC,University
2024597,UB,University
39602222,UB,University
1937633,CNL,Company
38699354,CNL,Company
143986676,UPC,University
2283085,CNL,Company
1729605,UB,University
67016465,UB,University
2936855,CNL,Company
3183958,UPC,University
144563617,UPC,University
34458529,CNL,Company
46347218,UPC,University
1707801,UB,University
145307943,UB,University
2225208,CNL,Company
144754478,CNL,Company
145433268,UB,University
145574672,UPC,University
32830267,UPC,University
2078113,UB,University
1979521,UPC,University
77492780,UB,University
2045173375,UPC,University
119773932,UB,University
52535313,UB,University
48354964,UB,University
3114703,UPC,University
38161033,UB,University
3449207,CNL,Company
2247926,CNL,Company
145323241,CNL,Company
3062378,UPC,University
2886861,UPC,University
1405700929,UPC,University
38784313,UPC,University
144483066,UB,University
46691690,UB,University
2076499,UB,University
48069610,UPC,University
145533896,UB,University
3200026,UPC,University
144031802,CNL,Company
8698304,CNL,Company
144808704,CNL,Company
35237131,CNL,Company
40087554,UB,University
1847740,UPC,University
50151276,UB,University
29394639,UPC,University
2231294,UB,University
48774888,CNL,Company
7592262,UPC,University
5689178,CNL,Company
1679117,CNL,Company
1723766,UPC,University
1705780,UB,University
144722886,UPC,University
2953446,CNL,Company
2679263,CNL,Company
143712374,UPC,University
143769931,UB,University
2501939,UB,University
39049821,CNL,Company
2622980,UPC,University
2886493,CNL,Company
49496087,UPC,University
27371799,UB,University
144189700,UPC,University
1806110,CNL,Company
29761651,UPC,University
37445467,UPC,University
2020036,UB,University
2428496,UB,University
36766903,UPC,University
32412901,CNL,Company
51200979,CNL,Company
2241072,UPC,University
145549661,CNL,Company
144387494,UB,University
9227439,UPC,University
1741455,UPC,University
46395893,UB,University
145182519,UB,University
1705539,CNL,Company
3194141,CNL,Company
40307751,CNL,Company
2043671,UPC,University
2120318,UB,University
144919224,UPC,University
1678597,CNL,Company
1721198,CNL,Company
3245095,CNL,Company
145207045,UPC,University
2504669,CNL,Company
47177442,CNL,Company
145194506,UB,University
47159366,UPC,University
78359347,UPC,University
1825422,UB,University
2915395,UB,University
1726802,UPC,University
1732093,UB,University
46846049,UPC,University
50373136,CNL,Company
2914817,UPC,University
2273943,UB,University
2944582,CNL,Company
50855465,CNL,Company
50857347,UB,University
2059719,UPC,University
35127005,UB,University
34582537,UB,University
35215739,UPC,University
1753431,CNL,Company
92661320,CNL,Company
2766196,CNL,Company
39290193,UB,University
1401072471,UPC,University
48938039,CNL,Company
144630248,UPC,University
2771845,CNL,Company
144503692,UB,University
1409839198,CNL,Company
32278515,UPC,University
2965356,UB,University
8677944,CNL,Company
49673018,UPC,University
2049261,UPC,University
2062724,UPC,University
7212202,CNL,Company
5068280,UB,University
144182454,UB,University
2140685,CNL,Company
2061881,CNL,Company
39389412,CNL,Company
40129103,CNL,Company
2650100,CNL,Company
145287269,CNL,Company
34404403,CNL,Company
1643822476,CNL,Company
70431591,UPC,University
27968756,UPC,University
145099540,CNL,Company
7736135,UB,University
103747590,UB,University
104480231,CNL,Company
2468006,UB,University
2633139,CNL,Company
145532779,UB,University
2776815,UPC,University
1732586,UB,University
1691788,CNL,Company
3062169,CNL,Company
2971520,UPC,University
2689404,UPC,University
16104873,CNL,Company
1777544,UB,University
145010627,UPC,University
2619364,CNL,Company
2220596,UPC,University
145158504,UB,University
144593941,UPC,University
143716434,UB,University
2007702,UPC,University
46541887,UB,University
2668906,CNL,Company
2848412,UPC,University
13560802,CNL,Company
40296434,UPC,University
46761421,UB,University
2696498,UPC,University
2124661,UPC,University
2032248,CNL,Company
39398584,CNL,Company
2951595,CNL,Company
40517925,CNL,Company
3284208,UPC,University
48358041,CNL,Company
47424067,UPC,University
4348212,UB,University
145370028,CNL,Company
144602346,UB,University
50379628,UPC,University
144347727,CNL,Company
1733907,CNL,Company
3000174,CNL,Company
3113768,CNL,Company
1702048,UPC,University
1745262,UPC,University
102623536,UPC,University
144736460,UPC,University
2764111,UB,University
103784733,UB,University
101566577,UB,University
40984439,CNL,Company
116926419,CNL,Company
36003070,UB,University
145532507,CNL,Company
31742772,UB,University
2320695,CNL,Company
1997579,CNL,Company
3289146,UPC,University
49878499,CNL,Company
144347726,UB,University
1789656,UPC,University
46636504,CNL,Company
151484850,UPC,University
143757792,UB,University
50366200,CNL,Company
145488769,UPC,University
145920230,CNL,Company
1393629404,UB,University
2697030,UB,University
35078078,UB,University
46798498,UB,University
34581452,CNL,Company
2133099,CNL,Company
50793091,UPC,University
40405071,UPC,University
14017833,UB,University
31717545,UPC,University
69032233,UB,University
36997560,CNL,Company
50449881,UB,University
145298548,UB,University
40213315,UB,University
48740442,UPC,University
72253527,CNL,Company
122357909,CNL,Company
153398849,UB,University
143719278,UB,University
46202524,UPC,University
145543054,UB,University
144608446,UPC,University
47118987,UPC,University
1939763,UPC,University
121329549,CNL,Company
1936145,CNL,Company
1680062,CNL,Company
1402997341,CNL,Company
1876619,CNL,Company
32446408,CNL,Company
26885279,UPC,University
2320608,UB,University
1783959,UB,University
67012479,CNL,Company
9104716,UB,University
1723256,UB,University
1708362,UPC,University
33157365,CNL,Company
1685689,UB,University
36114502,CNL,Company
73768233,UPC,University
4447122,UPC,University
6269193,UB,University
3814847,CNL,Company
6550843,UPC,University
3884499,UPC,University
11268822,UB,University
11985456,UPC,University
31872960,UPC,University
143628060,UPC,University
1722787,UPC,University
1403841397,UB,University
2261931,CNL,Company
144653825,UPC,University
153477622,UPC,University
1702872,CNL,Company
1743232,CNL,Company
72811164,UPC,University
102852042,UPC,University
40071817,UB,University
144142235,CNL,Company
1399244994,UB,University
1736447,UPC,University
3114123,UB,University
2417464,CNL,Company
2632629,CNL,Company
34967394,UPC,University
1811291,CNL,Company
144720909,UPC,University
32560593,CNL,Company
144479051,UB,University
52073347,UB,University
1795994,CNL,Company
2721749,CNL,Company
145307211,CNL,Company
144419586,CNL,Company
47001807,UPC,University
5686267,UB,University
145221956,UB,University
2491624,CNL,Company
49003467,UPC,University
1707417,UPC,University
41070781,UPC,University
1799710,CNL,Company
1736775,CNL,Company
3363739,CNL,Company
40148157,UPC,University
1696554,CNL,Company
143634448,UPC,University
144198587,CNL,Company
8352118,UB,University
73144778,CNL,Company
145849135,CNL,Company
145631862,CNL,Company
46649145,UPC,University
144250435,CNL,Company
143822920,UPC,University
145475634,UB,University
67167661,CNL,Company
1482551853,UB,University
36628671,UB,University
1733113,UPC,University
3371403,UB,University
52344913,UPC,University
2164045,CNL,Company
51051871,UPC,University
1749850,CNL,Company
1769645,UPC,University
48607844,UB,University
9390267,UPC,University
49866873,CNL,Company
1695955,CNL,Company
1702057,CNL,Company
144588891,CNL,Company
144153718,UPC,University
144102674,CNL,Company
23309235,UPC,University
95555110,UPC,University
9898319,CNL,Company
50345394,UB,University
3419323,UB,University
143903870,CNL,Company
49558419,UPC,University
1714104,UB,University
2740804,UPC,University
5620508,UPC,University
40020483,UPC,University
49561668,CNL,Company
74365842,UPC,University
145907404,UB,University
144315337,UPC,University
1423476232,UPC,University
51309368,UPC,University
3911557,CNL,Company
83599147,CNL,Company
1695836,UB,University
1700052,UPC,University
3316375,CNL,Company
50561175,UB,University
46398968,CNL,Company
49722893,CNL,Company
48748895,CNL,Company
94510080,UB,University
3224224,UB,University
145604541,UB,University
1727613,CNL,Company
145722181,UB,University
8998157,UPC,University
2144995,CNL,Company
32835626,UB,University
35621429,CNL,Company
153701767,UB,University
2177895,UB,University
34659237,UB,University
2663988,UB,University
41201392,CNL,Company
1974678,CNL,Company
1745572,UPC,University
144368439,UB,University
144035019,CNL,Company
2179219,UB,University
2887723,UPC,University
145128258,UPC,University
1706349,UB,University
2938631,CNL,Company
1683946,UPC,University
2018937,CNL,Company
1382227466,UPC,University
40863346,UPC,University
41066635,UB,University
2031471,CNL,Company
1905013,UPC,University
1746497,UPC,University
145044096,CNL,Company
145093705,UB,University
34896677,UPC,University
46629487,UPC,University
49544284,CNL,Company
9073241,UB,University
145538023,UPC,University
145501268,UB,University
1963885,CNL,Company
2224416,CNL,Company
152215548,UPC,University
1772540,UB,University
114857156,UB,University
47074818,CNL,Company
3181766,UB,University
46426931,CNL,Company
32739357,UB,University
40328907,UB,University
34898274,CNL,Company
3320249,CNL,Company
2389746,UPC,University
145091280,UPC,University
3747964,UB,University
49279563,CNL,Company
47210655,UB,University
1707693,CNL,Company
3244999,CNL,Company
3276592,CNL,Company
2710719,CNL,Company
2248212,UB,University
2102647,CNL,Company
34736285,CNL,Company
49600131,UB,University
1949463,UPC,University
9896610,UB,University
1387448507,UPC,University
1778437,UB,University
145463973,CNL,Company
1707995,CNL,Company
5275598,UB,University
1887932,CNL,Company
115335166,UPC,University
1688140,UB,University
35108036,UPC,University
48277692,UPC,University
3046804,CNL,Company
8159757,CNL,Company
48205425,UB,University
37483346,UB,University
19176024,CNL,Company
11829386,CNL,Company
1716037,CNL,Company
2848257,CNL,Company
145938245,CNL,Company
117026163,UB,University
1403090269,UPC,University
1723059,UB,University
47701171,UPC,University
145729210,CNL,Company
1709373,CNL,Company
69333436,UB,University
9676490,UPC,University
50842745,CNL,Company
143889197,CNL,Company
1744120,UPC,University
143621583,UPC,University
118400847,CNL,Company
144839077,UB,University
144791368,UB,University
145018147,UB,University
50719131,UPC,University
40097528,CNL,Company
2398451,CNL,Company
48267449,UPC,University
148421911,UB,University
145552317,CNL,Company
3559080,UB,University
49775269,UPC,University
143738505,UB,University
50492736,UPC,University
144607195,CNL,Company
51044619,UPC,University
2650023,CNL,Company
29329994,UB,University
46285939,CNL,Company
152987957,CNL,Company
50682496,UPC,University
3097765,UB,University
34389367,UPC,University
134362880,UPC,University
50032304,CNL,Company
46431845,UPC,University
2498790,CNL,Company
145637591,UB,University
143974984,UB,University
20314549,CNL,Company
89217275,UPC,University
2464154,UB,University
1687446,UB,University
1727042,CNL,Company
1874286,UPC,University
2003520366,UB,University
150299337,UB,University
143725682,CNL,Company
9407979,UB,University
2141123,CNL,Company
144566428,CNL,Company
1471720215,UPC,University
152312410,UB,University
50703952,UB,University
114361072,CNL,Company
87109212,UPC,University
1471709985,UB,University
31225422,UPC,University
3286418,CNL,Company
143960830,UB,University
144212124,CNL,Company
144343897,UB,University
1749044,CNL,Company
49033207,CNL,Company
47307618,UPC,University
144566423,UB,University
49192807,UB,University
144212123,CNL,Company
145110803,CNL,Company
144131996,CNL,Company
1485742449,UPC,University
144364070,CNL,Company
1406059138,CNL,Company
48356080,UPC,University
73641399,UPC,University
1868817,CNL,Company
66508273,CNL,Company
1712187180,CNL,Company
1785971,UPC,University
1419772329,CNL,Company
1624952991,UPC,University
1719163,CNL,Company
92377616,UPC,University
3456496,UB,University
3267285,CNL,Company
3062432,CNL,Company
40471592,CNL,Company
120095706,CNL,Company
40166085,UB,University
1891349,CNL,Company
70544755,UB,University
145378634,UB,University
2553333,CNL,Company
145177400,UB,University
47515112,CNL,Company
1722273,UPC,University
1723502,CNL,Company
2409643,UPC,University
1932094,UB,University
1731120,UPC,University
113002840,CNL,Company
114981946,UPC,University
116038179,CNL,Company
1810018,CNL,Company
2425301,UPC,University
94088023,UPC,University
145382876,UB,University
6060244,CNL,Company
118498546,UB,University
1680388,UPC,University
2445522,UB,University
1682597,UPC,University
31270169,UPC,University
1746813,CNL,Company
144218305,UB,University
2903135,UPC,University
7892818,CNL,Company
2467913,UPC,University
2751653,CNL,Company
40094148,UB,University
1680299,CNL,Company
32652674,UB,University
1996751,UPC,University
9267429,UB,University
9134961,UB,University
2525396,UPC,University
7536938,UB,University
1922106,UB,University
33612217,CNL,Company
145782353,UB,University
1835401,CNL,Company
80245153,CNL,Company
40348144,UPC,University
66728417,UPC,University
1797999,UPC,University
71586946,CNL,Company
1752952946,UPC,University
40864916,UPC,University
1752952886,UB,University
2640719,UB,University
46864262,UB,University
2509884,UB,University
115992130,UPC,University
144880357,UPC,University
1402446348,CNL,Company
4539750,CNL,Company
1417716563,CNL,Company
13019194,CNL,Company
35700943,CNL,Company
2574127,UPC,University
34582591,UB,University
2665014,UPC,University
47609978,UB,University
1704912,UPC,University
144939605,UB,University
40012576,UB,University
2340973,UB,University
1710402,UPC,University
1680731,UB,University
2759728,UPC,University
2615720,UPC,University
1764078,UPC,University
2818137,UB,University
2050726,UB,University
145863852,UB,University
2699724,UPC,University
2518849,UB,University
1695105,UB,University
1717922,UB,University
2671320,UB,University
2027205,UB,University
50333126,UPC,University
32381380,CNL,Company
47311204,CNL,Company
1749425,CNL,Company
69027643,UPC,University
144852398,UPC,University
3096973,UPC,University
2108388,UB,University
2137165,CNL,Company
2467676,UB,University
103696668,UB,University
113472120,UB,University
71182695,CNL,Company
48822788,UPC,University
2365339,UPC,University
2147013,UB,University
2698918,CNL,Company
3083812,CNL,Company
38797274,UPC,University
32701975,CNL,Company
2046762,UB,University
11393411,UPC,University
2178602,UB,University
30245371,UB,University
2299470,UPC,University
5463501,CNL,Company
3373784,UB,University
3231338,UB,University
145785208,CNL,Company
2597039,UPC,University
3260105,CNL,Company
145499694,UB,University
49760690,UB,University
2729287,CNL,Company
144232699,CNL,Company
33485998,UPC,University
102356294,UB,University
15376391,CNL,Company
35349174,UPC,University
102805103,UPC,University
34768799,CNL,Company
1398006025,UPC,University
2294692,CNL,Company
144249576,CNL,Company
145076221,UB,University
2990780,UPC,University
152702481,UB,University
2227181,UB,University
144947701,UPC,University
2913399,UPC,University
1398973489,UB,University
67084199,CNL,Company
67020546,UPC,University
1799613,UPC,University
144258850,UB,University
3167986,UPC,University
1705636,UB,University
1787933,UB,University
1684407,UB,University
1402988447,CNL,Company
2433996,UB,University
39445424,UB,University
3195084,UPC,University
144573069,CNL,Company
2756122,CNL,Company
1743085,CNL,Company
1873607,UB,University
144880146,UPC,University
2738813,UPC,University
52139562,UB,University
1759225,UPC,University
66394751,UPC,University
