authorId,doi,decision,content
47938116,10.1134/S0361768810030023,Accepted,Mild Lorem Ipsum
2696730,10.14279/DEPOSITONCE-3416,Accepted,Happy Lorem Ipsum
1699031,10.14279/DEPOSITONCE-3416,Rejected,Angry Lorem Ipsum
2170042,10.14279/DEPOSITONCE-3416,Accepted,Mild Lorem Ipsum
145238008,10.1016/j.tcs.2014.10.025,Accepted,Happy Lorem Ipsum
1740925,10.1016/j.tcs.2014.10.025,Rejected,Angry Lorem Ipsum
145805107,10.1016/j.tcs.2014.10.025,Accepted,Mild Lorem Ipsum
40390952,10.1016/J.JLAP.2011.05.002,Accepted,Happy Lorem Ipsum
2231982,10.1016/J.JLAP.2011.05.002,Rejected,Angry Lorem Ipsum
51400716,10.1016/J.JLAP.2011.05.002,Accepted,Mild Lorem Ipsum
1764365,10.1007/978-3-540-75292-9_4,Accepted,Happy Lorem Ipsum
1827792,10.1007/978-3-540-75292-9_4,Rejected,Angry Lorem Ipsum
3148754,10.1007/978-3-540-75292-9_4,Accepted,Mild Lorem Ipsum
34151485,10.1201/9781420064872-19,Accepted,Happy Lorem Ipsum
143739774,10.1201/9781420064872-19,Rejected,Angry Lorem Ipsum
1771085,10.1201/9781420064872-19,Accepted,Mild Lorem Ipsum
144258387,10.1007/978-1-84800-223-4_2,Accepted,Happy Lorem Ipsum
3100560,10.1007/978-1-84800-223-4_2,Rejected,Angry Lorem Ipsum
145099718,10.1007/978-1-84800-223-4_2,Accepted,Mild Lorem Ipsum
4097247,10.4204/EPTCS.25.19,Accepted,Happy Lorem Ipsum
1755244,10.4204/EPTCS.25.19,Rejected,Angry Lorem Ipsum
1860422,10.4204/EPTCS.25.19,Accepted,Mild Lorem Ipsum
3844766,10.1007/978-3-540-78743-3_16,Accepted,Happy Lorem Ipsum
49789874,10.1007/978-3-540-78743-3_16,Rejected,Angry Lorem Ipsum
1423372001,10.1007/978-3-540-78743-3_16,Accepted,Mild Lorem Ipsum
144903260,10.1007/BF01177744,Accepted,Happy Lorem Ipsum
1776193,10.1007/BF01177744,Rejected,Angry Lorem Ipsum
66021105,10.1007/BF01177744,Accepted,Mild Lorem Ipsum
2073825,10.1007/s11227-014-1270-2,Accepted,Happy Lorem Ipsum
49846982,10.1007/s11227-014-1270-2,Rejected,Angry Lorem Ipsum
49933139,10.1007/s11227-014-1270-2,Accepted,Mild Lorem Ipsum
145744804,10.1109/IPDPSW.2012.225,Accepted,Happy Lorem Ipsum
152923968,10.1109/IPDPSW.2012.225,Rejected,Angry Lorem Ipsum
39961213,10.1109/IPDPSW.2012.225,Accepted,Mild Lorem Ipsum
2900832,10.1007/BF00264469,Accepted,Happy Lorem Ipsum
35999101,10.1007/BF00264469,Rejected,Angry Lorem Ipsum
1405462159,10.1007/BF00264469,Accepted,Mild Lorem Ipsum
1759982,10.4467/20842589RM.12.002.0683,Accepted,Happy Lorem Ipsum
144570279,10.4467/20842589RM.12.002.0683,Rejected,Angry Lorem Ipsum
2773000,10.4467/20842589RM.12.002.0683,Accepted,Mild Lorem Ipsum
144365841,10.1145/1067915.1067920,Accepted,Happy Lorem Ipsum
7731680,10.1145/1067915.1067920,Rejected,Angry Lorem Ipsum
144954423,10.1145/1067915.1067920,Accepted,Mild Lorem Ipsum
80145770,10.1093/jigpal/jzq023,Accepted,Happy Lorem Ipsum
144298926,10.1093/jigpal/jzq023,Rejected,Angry Lorem Ipsum
153725705,10.1093/jigpal/jzq023,Accepted,Mild Lorem Ipsum
9100355,10.1007/BF00289074,Accepted,Happy Lorem Ipsum
70544755,10.1007/BF00289074,Rejected,Angry Lorem Ipsum
2620854,10.1007/BF00289074,Accepted,Mild Lorem Ipsum
1453610338,10.1007/BF02737110,Accepted,Happy Lorem Ipsum
1773318,10.1007/BF02737110,Rejected,Angry Lorem Ipsum
2562086,10.1007/BF02737110,Accepted,Mild Lorem Ipsum
121695345,10.1007/978-3-642-02734-5_5,Accepted,Happy Lorem Ipsum
38810196,10.1007/978-3-642-02734-5_5,Rejected,Angry Lorem Ipsum
66729203,10.1007/978-3-642-02734-5_5,Accepted,Mild Lorem Ipsum
1958982,10.1007/978-3-540-69850-0_1,Accepted,Happy Lorem Ipsum
3007205,10.1007/978-3-540-69850-0_1,Rejected,Angry Lorem Ipsum
2009078,10.1007/978-3-540-69850-0_1,Accepted,Mild Lorem Ipsum
34555277,10.5445/IR/1000003778,Accepted,Happy Lorem Ipsum
2565726,10.5445/IR/1000003778,Rejected,Angry Lorem Ipsum
9719648,10.5445/IR/1000003778,Accepted,Mild Lorem Ipsum
49787528,10.1016/j.apal.2011.12.002,Accepted,Happy Lorem Ipsum
1695555,10.1016/j.apal.2011.12.002,Rejected,Angry Lorem Ipsum
33802916,10.1016/j.apal.2011.12.002,Accepted,Mild Lorem Ipsum
1714817,10.1007/S10958-005-0109-Z,Accepted,Happy Lorem Ipsum
32134043,10.1007/S10958-005-0109-Z,Rejected,Angry Lorem Ipsum
1722151,10.1007/S10958-005-0109-Z,Accepted,Mild Lorem Ipsum
145856370,10.5772/5319,Accepted,Happy Lorem Ipsum
2625996,10.5772/5319,Rejected,Angry Lorem Ipsum
4428593,10.5772/5319,Accepted,Mild Lorem Ipsum
35203923,10.1017/S0960129514000048,Accepted,Happy Lorem Ipsum
1714326,10.1017/S0960129514000048,Rejected,Angry Lorem Ipsum
34151485,10.1017/S0960129514000048,Accepted,Mild Lorem Ipsum
1733642,10.1007/3-540-32743-6_14,Accepted,Happy Lorem Ipsum
46447747,10.1007/3-540-32743-6_14,Rejected,Angry Lorem Ipsum
2249506,10.1007/3-540-32743-6_14,Accepted,Mild Lorem Ipsum
2037196,10.1016/j.jal.2009.06.001,Accepted,Happy Lorem Ipsum
81406882,10.1016/j.jal.2009.06.001,Rejected,Angry Lorem Ipsum
2660270,10.1016/j.jal.2009.06.001,Accepted,Mild Lorem Ipsum
2836039,10.12775/LLP.2009.007,Accepted,Happy Lorem Ipsum
1684378,10.12775/LLP.2009.007,Rejected,Angry Lorem Ipsum
152476004,10.12775/LLP.2009.007,Accepted,Mild Lorem Ipsum
144372023,10.1016/j.cosrev.2010.06.002,Accepted,Happy Lorem Ipsum
2004271983,10.1016/j.cosrev.2010.06.002,Rejected,Angry Lorem Ipsum
81758618,10.1016/j.cosrev.2010.06.002,Accepted,Mild Lorem Ipsum
2305624,10.1007/BF00288971,Accepted,Happy Lorem Ipsum
3252633,10.1007/BF00288971,Rejected,Angry Lorem Ipsum
1882460,10.1007/BF00288971,Accepted,Mild Lorem Ipsum
153875087,10.1109/ETNCC.2011.6255937,Accepted,Happy Lorem Ipsum
7735848,10.1109/ETNCC.2011.6255937,Rejected,Angry Lorem Ipsum
1396020765,10.1109/ETNCC.2011.6255937,Accepted,Mild Lorem Ipsum
3018833,10.1109/DCC.2008.65,Accepted,Happy Lorem Ipsum
2007666246,10.1109/DCC.2008.65,Rejected,Angry Lorem Ipsum
143681891,10.1109/DCC.2008.65,Accepted,Mild Lorem Ipsum
1730440,10.1137/S0097539702411381,Accepted,Happy Lorem Ipsum
2887308,10.1137/S0097539702411381,Rejected,Angry Lorem Ipsum
1902082,10.1137/S0097539702411381,Accepted,Mild Lorem Ipsum
7578650,10.1109/VIZ.2009.31,Accepted,Happy Lorem Ipsum
2185157,10.1109/VIZ.2009.31,Rejected,Angry Lorem Ipsum
144210798,10.1109/VIZ.2009.31,Accepted,Mild Lorem Ipsum
47252099,10.1137/120879142,Accepted,Happy Lorem Ipsum
1389035902,10.1137/120879142,Rejected,Angry Lorem Ipsum
34711409,10.1137/120879142,Accepted,Mild Lorem Ipsum
2691974,10.1007/978-3-540-75530-2_11,Accepted,Happy Lorem Ipsum
145595817,10.1007/978-3-540-75530-2_11,Rejected,Angry Lorem Ipsum
1704462,10.1007/978-3-540-75530-2_11,Accepted,Mild Lorem Ipsum
1723632,10.1524/itit.2002.44.6.308,Accepted,Happy Lorem Ipsum
50081375,10.1524/itit.2002.44.6.308,Rejected,Angry Lorem Ipsum
1684407,10.1524/itit.2002.44.6.308,Accepted,Mild Lorem Ipsum
1719411,10.1145/1841909.1841913,Accepted,Happy Lorem Ipsum
2320597,10.1145/1841909.1841913,Rejected,Angry Lorem Ipsum
145058288,10.1145/1841909.1841913,Accepted,Mild Lorem Ipsum
2832063,10.1016/j.ipl.2004.06.004,Accepted,Happy Lorem Ipsum
1798750,10.1016/j.ipl.2004.06.004,Rejected,Angry Lorem Ipsum
145376017,10.1016/j.ipl.2004.06.004,Accepted,Mild Lorem Ipsum
144641675,10.1007/s00236-006-0010-3,Accepted,Happy Lorem Ipsum
1734824,10.1007/s00236-006-0010-3,Rejected,Angry Lorem Ipsum
1632630857,10.1007/s00236-006-0010-3,Accepted,Mild Lorem Ipsum
8880101,10.1007/978-3-540-75254-7_2,Accepted,Happy Lorem Ipsum
1759010,10.1007/978-3-540-75254-7_2,Rejected,Angry Lorem Ipsum
40374554,10.1007/978-3-540-75254-7_2,Accepted,Mild Lorem Ipsum
1403916589,10.1109/ECBS.2008.40,Accepted,Happy Lorem Ipsum
12994075,10.1109/ECBS.2008.40,Rejected,Angry Lorem Ipsum
1680599,10.1109/ECBS.2008.40,Accepted,Mild Lorem Ipsum
116039048,10.1007/BF00271342,Accepted,Happy Lorem Ipsum
144650049,10.1007/BF00271342,Rejected,Angry Lorem Ipsum
145009168,10.1007/BF00271342,Accepted,Mild Lorem Ipsum
143952529,10.1007/BF00264599,Accepted,Happy Lorem Ipsum
2356832,10.1007/BF00264599,Rejected,Angry Lorem Ipsum
3124085,10.1007/BF00264599,Accepted,Mild Lorem Ipsum
72292133,10.1007/BF00299634,Accepted,Happy Lorem Ipsum
1739781,10.1007/BF00299634,Rejected,Angry Lorem Ipsum
3050129,10.1007/BF00299634,Accepted,Mild Lorem Ipsum
2103632,10.1108/mabr-09-2019-0035,Accepted,Happy Lorem Ipsum
47430815,10.1108/mabr-09-2019-0035,Rejected,Angry Lorem Ipsum
2199026,10.1108/mabr-09-2019-0035,Accepted,Mild Lorem Ipsum
2725768,10.1007/978-3-642-02742-0_17,Accepted,Happy Lorem Ipsum
2822741,10.1007/978-3-642-02742-0_17,Rejected,Angry Lorem Ipsum
48689424,10.1007/978-3-642-02742-0_17,Accepted,Mild Lorem Ipsum
1381860768,10.1371/journal.pone.0106965,Accepted,Happy Lorem Ipsum
1717346,10.1371/journal.pone.0106965,Rejected,Angry Lorem Ipsum
2497994,10.1371/journal.pone.0106965,Accepted,Mild Lorem Ipsum
145369992,10.2478/V10175-010-0072-9,Accepted,Happy Lorem Ipsum
1890836,10.2478/V10175-010-0072-9,Rejected,Angry Lorem Ipsum
1687772,10.2478/V10175-010-0072-9,Accepted,Mild Lorem Ipsum
1731195,10.1002/9780470400531.EORMS0888,Accepted,Happy Lorem Ipsum
144388690,10.1002/9780470400531.EORMS0888,Rejected,Angry Lorem Ipsum
72561810,10.1002/9780470400531.EORMS0888,Accepted,Mild Lorem Ipsum
1766232,10.1016/S0166-5316(02)00097-4,Accepted,Happy Lorem Ipsum
2919018,10.1016/S0166-5316(02)00097-4,Rejected,Angry Lorem Ipsum
2972391,10.1016/S0166-5316(02)00097-4,Accepted,Mild Lorem Ipsum
2663652,10.1109/FiCloud.2014.91,Accepted,Happy Lorem Ipsum
31909529,10.1109/FiCloud.2014.91,Rejected,Angry Lorem Ipsum
87236257,10.1109/FiCloud.2014.91,Accepted,Mild Lorem Ipsum
1737209,10.2478/v10006-009-0014-6,Accepted,Happy Lorem Ipsum
2738654,10.2478/v10006-009-0014-6,Rejected,Angry Lorem Ipsum
2888751,10.2478/v10006-009-0014-6,Accepted,Mild Lorem Ipsum
143872547,10.1007/BF00264284,Accepted,Happy Lorem Ipsum
14885343,10.1007/BF00264284,Rejected,Angry Lorem Ipsum
3059374,10.1007/BF00264284,Accepted,Mild Lorem Ipsum
48390827,10.1016/j.knosys.2007.05.002,Accepted,Happy Lorem Ipsum
90056360,10.1016/j.knosys.2007.05.002,Rejected,Angry Lorem Ipsum
3095489,10.1016/j.knosys.2007.05.002,Accepted,Mild Lorem Ipsum
49551045,10.1007/s10703-005-1634-6,Accepted,Happy Lorem Ipsum
144325663,10.1007/s10703-005-1634-6,Rejected,Angry Lorem Ipsum
65825467,10.1007/s10703-005-1634-6,Accepted,Mild Lorem Ipsum
1809806,10.1007/978-3-540-32261-0_4,Accepted,Happy Lorem Ipsum
6923401,10.1007/978-3-540-32261-0_4,Rejected,Angry Lorem Ipsum
51449547,10.1007/978-3-540-32261-0_4,Accepted,Mild Lorem Ipsum
3069617,10.7146/DPB.V21I420.7971,Accepted,Happy Lorem Ipsum
1707995,10.7146/DPB.V21I420.7971,Rejected,Angry Lorem Ipsum
48125208,10.7146/DPB.V21I420.7971,Accepted,Mild Lorem Ipsum
144904018,10.1109/MEMCOD.2005.1487912,Accepted,Happy Lorem Ipsum
49522275,10.1109/MEMCOD.2005.1487912,Rejected,Angry Lorem Ipsum
2049702,10.1109/MEMCOD.2005.1487912,Accepted,Mild Lorem Ipsum
1682380,10.1007/978-3-319-10521-5_6,Accepted,Happy Lorem Ipsum
2726485,10.1007/978-3-319-10521-5_6,Rejected,Angry Lorem Ipsum
144196724,10.1007/978-3-319-10521-5_6,Accepted,Mild Lorem Ipsum
1725172,10.1007/978-3-540-27813-9_7,Accepted,Happy Lorem Ipsum
145006165,10.1007/978-3-540-27813-9_7,Rejected,Angry Lorem Ipsum
37096060,10.1007/978-3-540-27813-9_7,Accepted,Mild Lorem Ipsum
2170479,10.7146/BRICS.V14I13.22178,Accepted,Happy Lorem Ipsum
3200469,10.7146/BRICS.V14I13.22178,Rejected,Angry Lorem Ipsum
145613994,10.7146/BRICS.V14I13.22178,Accepted,Mild Lorem Ipsum
144215780,10.1002/stvr.252,Accepted,Happy Lorem Ipsum
1710552,10.1002/stvr.252,Rejected,Angry Lorem Ipsum
30254641,10.1002/stvr.252,Accepted,Mild Lorem Ipsum
144426843,10.1109/ACSD.2009.25,Accepted,Happy Lorem Ipsum
1694940,10.1109/ACSD.2009.25,Rejected,Angry Lorem Ipsum
3242001,10.1109/ACSD.2009.25,Accepted,Mild Lorem Ipsum
1816033,10.1016/j.entcs.2009.02.036,Accepted,Happy Lorem Ipsum
34706774,10.1016/j.entcs.2009.02.036,Rejected,Angry Lorem Ipsum
2395747,10.1016/j.entcs.2009.02.036,Accepted,Mild Lorem Ipsum
2693620,10.12928/TELKOMNIKA.V15I1.3546,Accepted,Happy Lorem Ipsum
49730220,10.12928/TELKOMNIKA.V15I1.3546,Rejected,Angry Lorem Ipsum
144236522,10.12928/TELKOMNIKA.V15I1.3546,Accepted,Mild Lorem Ipsum
2482373,10.1007/978-3-642-13089-2_5,Accepted,Happy Lorem Ipsum
1714472,10.1007/978-3-642-13089-2_5,Rejected,Angry Lorem Ipsum
118163015,10.1007/978-3-642-13089-2_5,Accepted,Mild Lorem Ipsum
32817044,10.1109/ITNG.2008.93,Accepted,Happy Lorem Ipsum
4671421,10.1109/ITNG.2008.93,Rejected,Angry Lorem Ipsum
2176479,10.1109/ITNG.2008.93,Accepted,Mild Lorem Ipsum
1709121,10.1017/CBO9780511792588.004,Accepted,Happy Lorem Ipsum
9250368,10.1017/CBO9780511792588.004,Rejected,Angry Lorem Ipsum
13476544,10.1017/CBO9780511792588.004,Accepted,Mild Lorem Ipsum
1388394865,10.1016/J.DIIN.2019.02.005,Accepted,Happy Lorem Ipsum
39049664,10.1016/J.DIIN.2019.02.005,Rejected,Angry Lorem Ipsum
2737145,10.1016/J.DIIN.2019.02.005,Accepted,Mild Lorem Ipsum
1387988528,10.1007/978-3-642-18090-3_16,Accepted,Happy Lorem Ipsum
103948439,10.1007/978-3-642-18090-3_16,Rejected,Angry Lorem Ipsum
1753954,10.1007/978-3-642-18090-3_16,Accepted,Mild Lorem Ipsum
119311324,10.1016/S0304-3975(02)00364-X,Accepted,Happy Lorem Ipsum
2178695,10.1016/S0304-3975(02)00364-X,Rejected,Angry Lorem Ipsum
2182186,10.1016/S0304-3975(02)00364-X,Accepted,Mild Lorem Ipsum
47256030,10.1109/SOSE.2011.6139097,Accepted,Happy Lorem Ipsum
2205119,10.1109/SOSE.2011.6139097,Rejected,Angry Lorem Ipsum
8565618,10.1109/SOSE.2011.6139097,Accepted,Mild Lorem Ipsum
2945385,10.1007/978-3-642-33353-8_27,Accepted,Happy Lorem Ipsum
2798402,10.1007/978-3-642-33353-8_27,Rejected,Angry Lorem Ipsum
145262558,10.1007/978-3-642-33353-8_27,Accepted,Mild Lorem Ipsum
1693987,10.1109/SEFM.2004.23,Accepted,Happy Lorem Ipsum
1736068,10.1109/SEFM.2004.23,Rejected,Angry Lorem Ipsum
50482118,10.1109/SEFM.2004.23,Accepted,Mild Lorem Ipsum
143976922,10.1007/978-3-319-32582-8_8,Accepted,Happy Lorem Ipsum
144562105,10.1007/978-3-319-32582-8_8,Rejected,Angry Lorem Ipsum
2824765,10.1007/978-3-319-32582-8_8,Accepted,Mild Lorem Ipsum
1741550,10.1016/j.jcss.2011.05.004,Accepted,Happy Lorem Ipsum
40529729,10.1016/j.jcss.2011.05.004,Rejected,Angry Lorem Ipsum
52631883,10.1016/j.jcss.2011.05.004,Accepted,Mild Lorem Ipsum
46524204,10.1016/j.entcs.2006.02.035,Accepted,Happy Lorem Ipsum
104660071,10.1016/j.entcs.2006.02.035,Rejected,Angry Lorem Ipsum
2934372,10.1016/j.entcs.2006.02.035,Accepted,Mild Lorem Ipsum
2786882,10.1007/978-3-642-02053-7_15,Accepted,Happy Lorem Ipsum
2920491,10.1007/978-3-642-02053-7_15,Rejected,Angry Lorem Ipsum
40342970,10.1007/978-3-642-02053-7_15,Accepted,Mild Lorem Ipsum
145642926,10.1007/978-3-319-10512-3_9,Accepted,Happy Lorem Ipsum
34308560,10.1007/978-3-319-10512-3_9,Rejected,Angry Lorem Ipsum
2960488,10.1007/978-3-319-10512-3_9,Accepted,Mild Lorem Ipsum
78522717,10.1134/S036176881604006X,Accepted,Happy Lorem Ipsum
3434643,10.1134/S036176881604006X,Rejected,Angry Lorem Ipsum
153364719,10.1134/S036176881604006X,Accepted,Mild Lorem Ipsum
1730580,10.1016/j.scico.2004.07.002,Accepted,Happy Lorem Ipsum
49184792,10.1016/j.scico.2004.07.002,Rejected,Angry Lorem Ipsum
1683944,10.1016/j.scico.2004.07.002,Accepted,Mild Lorem Ipsum
145669352,10.1007/BF02960756,Accepted,Happy Lorem Ipsum
2365954,10.1007/BF02960756,Rejected,Angry Lorem Ipsum
1958454,10.1007/BF02960756,Accepted,Mild Lorem Ipsum
2957634,10.1007/s00165-009-0129-4,Accepted,Happy Lorem Ipsum
49770895,10.1007/s00165-009-0129-4,Rejected,Angry Lorem Ipsum
145502789,10.1007/s00165-009-0129-4,Accepted,Mild Lorem Ipsum
2518276,10.1016/j.entcs.2004.06.025,Accepted,Happy Lorem Ipsum
2516183,10.1016/j.entcs.2004.06.025,Rejected,Angry Lorem Ipsum
1762814,10.1016/j.entcs.2004.06.025,Accepted,Mild Lorem Ipsum
145235144,10.2495/CR040631,Accepted,Happy Lorem Ipsum
3346187,10.2495/CR040631,Rejected,Angry Lorem Ipsum
40223399,10.2495/CR040631,Accepted,Mild Lorem Ipsum
2780588,10.1016/J.DIIN.2007.06.013,Accepted,Happy Lorem Ipsum
6884354,10.1016/J.DIIN.2007.06.013,Rejected,Angry Lorem Ipsum
144518940,10.1016/J.DIIN.2007.06.013,Accepted,Mild Lorem Ipsum
39866021,10.1016/j.scico.2012.07.015,Accepted,Happy Lorem Ipsum
3198179,10.1016/j.scico.2012.07.015,Rejected,Angry Lorem Ipsum
47095929,10.1016/j.scico.2012.07.015,Accepted,Mild Lorem Ipsum
1729693,10.1007/978-3-642-02716-1_8,Accepted,Happy Lorem Ipsum
1750914,10.1007/978-3-642-02716-1_8,Rejected,Angry Lorem Ipsum
1912012,10.1007/978-3-642-02716-1_8,Accepted,Mild Lorem Ipsum
102800533,10.1007/3-540-45687-2_53,Accepted,Happy Lorem Ipsum
28888075,10.1007/3-540-45687-2_53,Rejected,Angry Lorem Ipsum
1725884,10.1007/3-540-45687-2_53,Accepted,Mild Lorem Ipsum
49270211,10.1007/11562436_10,Accepted,Happy Lorem Ipsum
2177372,10.1007/11562436_10,Rejected,Angry Lorem Ipsum
4132453,10.1007/11562436_10,Accepted,Mild Lorem Ipsum
19212872,10.1109/INDIN.2011.6034948,Accepted,Happy Lorem Ipsum
2734639,10.1109/INDIN.2011.6034948,Rejected,Angry Lorem Ipsum
120210396,10.1109/INDIN.2011.6034948,Accepted,Mild Lorem Ipsum
5747624,10.1007/978-3-540-30579-8_16,Accepted,Happy Lorem Ipsum
1882309,10.1007/978-3-540-30579-8_16,Rejected,Angry Lorem Ipsum
2032861,10.1007/978-3-540-30579-8_16,Accepted,Mild Lorem Ipsum
145959553,10.1007/11691792_14,Accepted,Happy Lorem Ipsum
1793243,10.1007/11691792_14,Rejected,Angry Lorem Ipsum
69326963,10.1007/11691792_14,Accepted,Mild Lorem Ipsum
39702492,10.1145/3290339,Accepted,Happy Lorem Ipsum
3393399,10.1145/3290339,Rejected,Angry Lorem Ipsum
1804564,10.1145/3290339,Accepted,Mild Lorem Ipsum
1652919995,10.1007/BFb0035797,Accepted,Happy Lorem Ipsum
38481779,10.1007/BFb0035797,Rejected,Angry Lorem Ipsum
1729352,10.1007/BFb0035797,Accepted,Mild Lorem Ipsum
2390184,10.2495/UT070571,Accepted,Happy Lorem Ipsum
46744532,10.2495/UT070571,Rejected,Angry Lorem Ipsum
3314106,10.2495/UT070571,Accepted,Mild Lorem Ipsum
3069214,10.1051/ita:2007011,Accepted,Happy Lorem Ipsum
7708260,10.1051/ita:2007011,Rejected,Angry Lorem Ipsum
2764248,10.1051/ita:2007011,Accepted,Mild Lorem Ipsum
144215780,10.29007/df56,Accepted,Happy Lorem Ipsum
2078527,10.29007/df56,Rejected,Angry Lorem Ipsum
8387438,10.29007/df56,Accepted,Mild Lorem Ipsum
144724030,10.1007/11533092,Accepted,Happy Lorem Ipsum
1765251,10.1007/11533092,Rejected,Angry Lorem Ipsum
35085444,10.1007/11533092,Accepted,Mild Lorem Ipsum
1775885,10.1613/jair.3351,Accepted,Happy Lorem Ipsum
143955710,10.1613/jair.3351,Rejected,Angry Lorem Ipsum
3179611,10.1613/jair.3351,Accepted,Mild Lorem Ipsum
1785332,10.1016/j.ic.2006.10.009,Accepted,Happy Lorem Ipsum
35151878,10.1016/j.ic.2006.10.009,Rejected,Angry Lorem Ipsum
2555957,10.1016/j.ic.2006.10.009,Accepted,Mild Lorem Ipsum
143666800,10.1007/11603023_4,Accepted,Happy Lorem Ipsum
143907087,10.1007/11603023_4,Rejected,Angry Lorem Ipsum
1698803,10.1007/11603023_4,Accepted,Mild Lorem Ipsum
1965305,10.1016/j.tcs.2005.03.048,Accepted,Happy Lorem Ipsum
145077032,10.1016/j.tcs.2005.03.048,Rejected,Angry Lorem Ipsum
144072698,10.1016/j.tcs.2005.03.048,Accepted,Mild Lorem Ipsum
2102074,10.1007/s10703-005-1493-1,Accepted,Happy Lorem Ipsum
40038694,10.1007/s10703-005-1493-1,Rejected,Angry Lorem Ipsum
1680210,10.1007/s10703-005-1493-1,Accepted,Mild Lorem Ipsum
1901224,10.4028/www.scientific.net/AMM.263-266.2314,Accepted,Happy Lorem Ipsum
38239786,10.4028/www.scientific.net/AMM.263-266.2314,Rejected,Angry Lorem Ipsum
70519517,10.4028/www.scientific.net/AMM.263-266.2314,Accepted,Mild Lorem Ipsum
41174254,10.1007/978-3-319-59041-7_6,Accepted,Happy Lorem Ipsum
1695974,10.1007/978-3-319-59041-7_6,Rejected,Angry Lorem Ipsum
1701117,10.1007/978-3-319-59041-7_6,Accepted,Mild Lorem Ipsum
2928835,10.1109/NOMS.1994.644142,Accepted,Happy Lorem Ipsum
2613107,10.1109/NOMS.1994.644142,Rejected,Angry Lorem Ipsum
145309997,10.1109/NOMS.1994.644142,Accepted,Mild Lorem Ipsum
2225865,10.31274/ETD-180810-3011,Accepted,Happy Lorem Ipsum
144135551,10.31274/ETD-180810-3011,Rejected,Angry Lorem Ipsum
2124134,10.31274/ETD-180810-3011,Accepted,Mild Lorem Ipsum
145344379,10.1007/11533092_11,Accepted,Happy Lorem Ipsum
51185589,10.1007/11533092_11,Rejected,Angry Lorem Ipsum
144439565,10.1007/11533092_11,Accepted,Mild Lorem Ipsum
3370685,10.1145/3412853,Accepted,Happy Lorem Ipsum
1755016,10.1145/3412853,Rejected,Angry Lorem Ipsum
152925880,10.1145/3412853,Accepted,Mild Lorem Ipsum
144804523,10.1007/s10515-010-0075-7,Accepted,Happy Lorem Ipsum
2055711,10.1007/s10515-010-0075-7,Rejected,Angry Lorem Ipsum
72576099,10.1007/s10515-010-0075-7,Accepted,Mild Lorem Ipsum
47348471,10.2495/UT050201,Accepted,Happy Lorem Ipsum
1720195,10.2495/UT050201,Rejected,Angry Lorem Ipsum
1736068,10.2495/UT050201,Accepted,Mild Lorem Ipsum
2216790,10.1016/j.knosys.2008.11.006,Accepted,Happy Lorem Ipsum
49124787,10.1016/j.knosys.2008.11.006,Rejected,Angry Lorem Ipsum
2777435,10.1016/j.knosys.2008.11.006,Accepted,Mild Lorem Ipsum
51306106,10.1007/s10703-006-0019-9,Accepted,Happy Lorem Ipsum
144947196,10.1007/s10703-006-0019-9,Rejected,Angry Lorem Ipsum
51221489,10.1007/s10703-006-0019-9,Accepted,Mild Lorem Ipsum
49091560,10.5220/0002246800130022,Accepted,Happy Lorem Ipsum
145031271,10.5220/0002246800130022,Rejected,Angry Lorem Ipsum
2305136,10.5220/0002246800130022,Accepted,Mild Lorem Ipsum
1708160,10.1016/j.csi.2004.08.004,Accepted,Happy Lorem Ipsum
1741455,10.1016/j.csi.2004.08.004,Rejected,Angry Lorem Ipsum
1735376,10.1016/j.csi.2004.08.004,Accepted,Mild Lorem Ipsum
2024146068,10.1007/s10849-009-9088-7,Accepted,Happy Lorem Ipsum
14885343,10.1007/s10849-009-9088-7,Rejected,Angry Lorem Ipsum
2871982,10.1007/s10849-009-9088-7,Accepted,Mild Lorem Ipsum
1711036,10.1145/1101908.1101915,Accepted,Happy Lorem Ipsum
1391116797,10.1145/1101908.1101915,Rejected,Angry Lorem Ipsum
143834548,10.1145/1101908.1101915,Accepted,Mild Lorem Ipsum
1413792617,10.1109/ECBS.2003.1194802,Accepted,Happy Lorem Ipsum
1403566458,10.1109/ECBS.2003.1194802,Rejected,Angry Lorem Ipsum
3185257,10.1109/ECBS.2003.1194802,Accepted,Mild Lorem Ipsum
1745570,10.1016/j.jss.2007.01.047,Accepted,Happy Lorem Ipsum
1994568063,10.1016/j.jss.2007.01.047,Rejected,Angry Lorem Ipsum
48457372,10.1016/j.jss.2007.01.047,Accepted,Mild Lorem Ipsum
1690271,10.1007/978-1-4419-6984-2_3,Accepted,Happy Lorem Ipsum
39464932,10.1007/978-1-4419-6984-2_3,Rejected,Angry Lorem Ipsum
48806292,10.1007/978-1-4419-6984-2_3,Accepted,Mild Lorem Ipsum
100896539,10.1016/j.jcss.2004.11.001,Accepted,Happy Lorem Ipsum
1988486,10.1016/j.jcss.2004.11.001,Rejected,Angry Lorem Ipsum
1793925,10.1016/j.jcss.2004.11.001,Accepted,Mild Lorem Ipsum
2378429,10.1145/963927.963930,Accepted,Happy Lorem Ipsum
8259074,10.1145/963927.963930,Rejected,Angry Lorem Ipsum
51111539,10.1145/963927.963930,Accepted,Mild Lorem Ipsum
145336377,10.1007/978-3-540-79707-4_11,Accepted,Happy Lorem Ipsum
145151853,10.1007/978-3-540-79707-4_11,Rejected,Angry Lorem Ipsum
1387813101,10.1007/978-3-540-79707-4_11,Accepted,Mild Lorem Ipsum
